0.0417458;1.04175
-0.028339;1.01222
-0.0629284;0.948526
0.000424012;0.948928
0.000673777;0.949568
0.0194351;0.968023
-0.0255952;0.943246
0.0142582;0.956695
-0.0347458;0.923454
0.00224362;0.925526
-0.0212593;0.90585
0.0486316;0.949903
-0.0269146;0.924336
-0.00557828;0.91918
0.000354211;0.919506
-0.0318903;0.890182
0.000890444;0.890975
0.0316319;0.919158
-0.0102195;0.909765
0.00704727;0.916176
-0.00300242;0.913426
-0.00614615;0.907812
-0.0342245;0.876742
-0.0254455;0.854433
-0.0121858;0.844021
0.0302177;0.869525
0.00482847;0.873724
0.0400737;0.908737
-0.0320199;0.87964
-0.0121667;0.868937
-0.00254063;0.86673
0.0317166;0.894219
-0.0205171;0.875873
0.0189459;0.892467
0.0143345;0.90526
0.0362794;0.938102
-0.0520123;0.889309
0.0377357;0.922868
-0.0327783;0.892618
-0.0251759;0.870145
0.0141252;0.882436
-0.0580084;0.831248
0.0224854;0.849939
-0.00153608;0.848633
-0.0151738;0.835756
0.016512;0.849556
-0.0335727;0.821034
-0.00697435;0.815308
-0.0106911;0.806591
-0.0155725;0.794031
-0.0404456;0.761916
-0.0236264;0.743914
0.050513;0.781492
-0.00192215;0.77999
0.0171454;0.793363
-0.0528914;0.751401
0.0300312;0.773966
-0.00863751;0.767281
0.0195484;0.78228
-0.018854;0.767531
-0.0417435;0.735492
0.0190742;0.749521
0.0130191;0.759279
0.00542086;0.763395
0.0369036;0.791567
0.0142058;0.802812
-0.00978995;0.794952
0.0175422;0.808897
-0.0272445;0.786859
-0.0108738;0.778303
0.000511948;0.778702
0.038432;0.808629
0.0203288;0.825067
0.00433786;0.828646
-0.0183433;0.813446
0.0453921;0.85037
-0.0488874;0.808798
0.0222941;0.826829
0.0716719;0.886089
-0.0302624;0.859274
0.0242368;0.8801
0.0260873;0.90306
0.0190148;0.920231
-0.0257723;0.896515
-0.0367814;0.86354
-0.00823222;0.856431
-0.00828145;0.849338
0.0628955;0.902758
0.0843927;0.978944
-0.0109272;0.968247
0.0146644;0.982446
-0.00275579;0.979738
0.00317532;0.982849
-0.00565046;0.977296
-0.0141105;0.963505
-0.00141695;0.96214
-0.0180115;0.944811
0.0064984;0.95095
0.0320063;0.981387
0.0109139;0.992098
